Region;1.1%;1.2%;1.3%;1.4%;3.1;3.2;3.5;3.6;3.8%;3.9%;2.1%;2.2;2.4(per 10000);2.5(per 10000);2.6%;Report
Abruzzo;97.9;100.0;100.0;99.7;2219;0.82;224;332;14;25;5.1;2;0.7;1;100;51
Basilicata;99.2;100.0;100.0;100.0;2025;0.82;4;2;10;37;9.2;5;1.5;5.2;93;51
Calabria;77.6;99.5;100.0;99.4;5708;0.74;29;388;26;44;10.3;2;0.9;0.6;82.8;51
Campania;99.8;99.9;100.0;99.8;24679;0.95;1399;2504;21;34;11.7;1;0.8;1.6;96.8;51
Emilia-Romagna;100.0;100.0;100.0;99.7;12808;0.92;54;2252;28;25;8.4;2;1.3;1.6;89.6;51
FVG;100.0;99.7;100.0;99.7;2280;0.78;108;344;19;16;5.2;3;1.2;1.2;98.9;51
Lazio;94.2;100.0;100.0;96.4;15331;0.91;222;145;29;34;14.1;3;0.9;1;96.5;51
Liguria;94.5;99.9;100.0;97.5;3648;0.96;225;100;27;27;6.7;2;0.8;0.8;93.2;51
Lombardia;83.4;100.0;100.0;98.4;26527;0.92;1737;5721;37;31;5.6;2;0.9;0.9;95.1;51
Marche;100.0;100.0;100.0;100.0;3596;0.94;125;359;33;33;11.1;0;0.8;1.4;100;51
Molise;100.0;100.0;100.0;100.0;409;1.25;11;0;23;13;4.8;1;1.1;2.6;100;51
Piemonte;79.5;99.9;100.0;98.8;13189;0.84;959;1277;30;34;7.3;4;1.5;2.1;96;51
PA Bolzano;96.2;100.0;100.0;99.5;960;1.07;8;271;6;12;18.9;3;2.2;3.7;98;51
PA Trento;95.9;100.0;100.0;96.9;1065;0.97;7;390;19;13;9.1;2;1.1;1.6;100;51
Puglia;97.4;100.0;100.0;100.0;16550;0.91;73;4270;34;42;14.7;3;0.9;1;84.6;51
Sardegna;93.2;100.0;100.0;100.0;3272;0.74;271;161;22;22;7.3;4;0.5;1.8;91.4;51
Sicilia;96.7;99.9;100.0;100.0;14740;0.89;785;2717;19;30;11.3;3;0.7;2.3;98;51
Toscana;98.8;100.0;100.0;99.1;11889;0.88;592;2136;38;25;14.9;0;2;1.7;100;51
Umbria;96.2;100.0;100.0;99.3;1397;0.93;132;212;25;24;7.8;2;0.9;3;100;51
V.d'Aosta;98.6;100.0;100.0;99.9;647;0.93;26;172;30;19;16.3;2;1.7;1.8;99.8;51
Veneto;96.1;100.0;100.0;100.0;11692;0.95;955;644;15;15;4.8;1;1;1.8;98.9;51
