Region;1.1%;1.2%;1.3%;1.4%;3.1;3.2;3.5;3.6;3.8%;3.9%;2.1%;2.2;2.4(per 10000);2.5(per 10000);2.6%;Report
Abruzzo;85.5;100;100;99.6;3257;1.18;279;658;20;32;27.6;3;0.8;1;96.5;35
Basilicata;99.7;100;100;100;1398;1.14;8;15;5;22;9.5;2;1.2;6.2;100;35
Calabria;89.1;97.8;96.9;99.4;4240;1.05;21;351;14;30;13.5;3;0.9;0.6;85;35
Campania;89.2;99.6;100;99.2;13640;0.99;564;2380;18;31;11.2;1;0.8;1.5;96;35
Emilia-Romagna;100;100;100;99.6;24565;1.15;62;6629;31;45;19.3;3;1.2;1.6;81.2;35
FVG;100;99.8;98.4;99.8;8566;0.94;894;2023;39;53;24.4;4;1.3;1.2;93.7;35
Lazio;91.3;94.2;100;86.3;21894;1.1;262;400;35;45;27.5;4;0.9;1;99.5;35
Liguria;92.1;99.8;100;98.4;4670;1.15;301;112;30;42;10.8;3;1;1;92.1;35
Lombardia;79.6;99.5;100;98.7;28803;1.4;1954;7130;38;32;32.9;2;0.9;0.8;93.5;35
Marche;100;99.8;100;100;7118;0.97;158;2016;36;50;11;1;1;1.4;100;35
Molise;90.3;98.6;100;100;708;0.7;16;0;17;27;11.7;-1;1;2.8;100;35
Piemonte;99.2;99.3;99.9;98.7;12700;1.14;1059;1790;27;46;12.7;4;1.3;1.9;96.3;35
PA Bolzano;85.9;98.5;100;99.5;2716;1.5;35;357;32;46;37.1;5;5.4;1.4;100;35
PA Trento;100;100;100;96.8;2591;1.01;9;1077;48;57;23.5;3;1.1;1.6;100;35
Puglia;96.9;100;100;100;15174;1.18;258;3594;37;41;37.4;4;0.9;0.8;91.5;35
Sardegna;87.1;99.2;100;99.8;3649;0.99;278;207;25;31;13.6;3;0.7;1.9;81.5;35
Sicilia;86.8;99.8;100;99.5;18439;1.19;1133;5619;26;32;28.9;2;0.7;2;86.5;35
Toscana;98.3;100;100;99.4;6167;1.01;299;1328;25;15;10.8;0;2.1;1.8;99.2;35
Umbria;94.5;100;100;99.1;2842;1.29;117;702;43;35;16.7;3;1.5;3.1;100;35
V.d'Aosta;95.5;99.1;100;99.8;324;1.19;75;0;5;20;14.1;3;2;2.5;98.6;35
Veneto;86.3;100;99.8;100;45334;0.96;3927;3582;36;43;13.6;2;1;1.8;84.9;35
