Regione;1.1%;1.2%;1.3%;1.4%;3.1;3.2;3.5;3.6;3.8%;3.9%;2.1%;2.2;2.4 (per 10000);2.5(per 10000);2.6%;Report
Abruzzo;95.5;100;100;99.5;3531;0.99;283;948;23;28;6.6;2;0.8;1;98.8;38
Basilicata;99.6;100;100;100;730;0.63;7;1;2;17;6.7;2;1.8;4.4;94.1;38
Calabria;82.9;98.2;98;99.2;3674;0.81;11;83;16;29;9;3;0.9;0.6;89.2;38
Campania;91.1;98.8;100;99.4;15036;0.78;585;2069;17;33;8.7;1;0.9;1.7;94.4;38
Emilia-Romagna;100;100;100;99.7;16663;0.83;64;3332;26;36;11.9;2;1.2;1.6;81.2;38
FVG;100;100;100;99.8;6768;1.03;530;1201;35;45;12;3;1.3;1.3;98.3;38
Lazio;91.9;99.3;100;85;15805;0.8;163;246;31;36;20.5;3;0.9;1;96;38
Liguria;95.7;99.4;100;98.3;3905;0.95;259;225;30;36;9.3;2;1;0.9;97.9;38
Lombardia;71;99.6;100;98.6;23888;0.94;1390;5789;30;34;21.6;3;0.9;0.9;95.2;38
Marche;100;99.3;100;100;5376;0.95;124;1197;29;46;8.8;0;1;1.5;100;38
Molise;98.1;100;100;99.9;801;0.9;17;0;21;26;10.8;0;1.1;2.9;100;38
Piemonte;91.4;99.3;99.6;98.9;10337;0.78;780;1370;24;37;7.6;4;1.3;1.9;96.3;38
PA Bolzano;83.9;99.2;100;99.5;6648;1.06;9;413;34;42;33.8;2;5.6;1.4;100;38
PA Trento;100;100;100;97.4;2454;0.61;23;1140;38;29;15.4;2;1.1;1.6;100;38
Puglia;95.4;100;100;100;13479;0.91;119;3959;37;42;20.6;3;1;0.9;97.1;38
Sardegna;94.8;100;100;99.9;2763;0.75;211;187;17;27;7.1;3;0.7;1.9;81.5;38
Sicilia;82;99.9;100;99.9;15374;0.73;681;2610;24;32;15.7;2;0.8;2.2;91.1;38
Toscana;98.1;100;100;99.3;6604;0.98;321;1702;20;13;9.4;0;1.8;1.6;100;38
Umbria;94.1;99.8;100;99;3748;1.18;219;711;47;47;15.8;2;1.5;3.1;100;38
V.d'Aosta;100;98.2;100;100;158;0.85;3;27;15;11;11.8;3;2;2.5;100;38
Veneto;92.8;100;100;100;14013;0.63;1059;934;19;24;5.2;1;1;1.8;96.7;38
