Region;1.1%;1.2%;1.3%;1.4%;3.1;3.2;3.5;3.6;3.8%;3.9%;2.1%;2.2;2.4(per 10000);2.5(per 10000);2.6%;Report
Abruzzo;81.7;100.0;100.0;99.3;8544;1.06;402;5434;39;50;37.3;3;0.9;0.8;81.4;28
Basilicata;87.0;100.0;100.0;100.0;2936;1.21;18;25;21;36;12.8;6;2.7;4.8;100;28
Calabria;20.3;100.0;100.0;70.9;5408;0.92;22;131;28;50;16.4;3;0.9;0.6;95;28
Campania;93.0;99.9;99.5;84.5;42431;1;881;2542;34;43;16.7;1;0.4;0.7;96.6;28
Emilia-Romagna;100.0;100.0;100.0;99.3;30661;1.07;96;9423;34;49;28.8;2;0.9;1.4;73.6;28
FVG;93.4;99.9;100.0;99.7;8110;1.09;733;1760;31;44;34.3;4;1;1.2;91.7;28
Lazio;92.9;99.8;100.0;75.7;33619;0.88;275;570;37;52;3000;4;0.9;1;85.4;28
Liguria;70.4;100.0;100.0;97.1;10589;0.76;401;270;53;63;13.1;4;0.6;1.4;72.7;28
Lombardia;76.3;99.9;100.0;98.0;101546;1.17;3700;22871;64;53;41.2;6;0.8;0.9;66.5;28
Marche;99.8;94.9;90.5;100.0;6178;0.93;196;1463;46;47;26.8;2;0.8;1.5;100;28
Molise;94.4;100.0;100.0;100.0;1495;1.17;32;0;29;28;13.5;-1;1.5;2.2;100;28
Piemonte;95.2;99.9;99.8;98.6;48438;0.89;2575;4602;64;88;22.9;9;1;1.6;92;28
PA Bolzano;89.7;99.5;100.0;98.4;7576;1;171;765;52;100;58.2;6;0.9;1.4;100;28
PA Trento;99.9;100.0;100.0;92.5;2915;0.81;30;1043;47;72;19.8;3;1.1;1.6;95;28
Puglia;95.6;99.9;100.0;100.0;17791;0.99;95;5071;45;45;35.3;6;0.9;1.4;92;28
Sardegna;67.1;99.4;100.0;97.7;2575;0.71;269;261;40;34;1600;8;0.5;1.6;67.6;28
Sicilia;82.6;99.8;100.0;98.6;18391;1.04;372;5602;29;38;9.5;3;0.3;0.9;83.6;28
Toscana;91.6;100.0;100.0;99.7;26678;1.2;720;8184;48;35;23.9;0;2.2;1.7;96.6;28
Umbria;69.5;100.0;100.0;99.2;6326;0.74;16;2373;55;51;20.9;4;1.5;3.1;90.3;28
V.d'Aosta;86.9;100.0;100.0;99.7;1660;0.99;44;66;38;68;25.7;4;1.1;2.9;84.2;28
Veneto;85.8;100.0;100.0;100.0;41622;1.2;4302;5085;30;39;44.2;;1;1.8;91.9;28
