Regione;1.1%;1.2%;1.3%;1.4%;3.1;3.2;3.5;3.6;3.8%;3.9%;2.1%;2.2;2.4 (per 10000);2.5(per 10000);2.6%;Report
Abruzzo;77.6;99.9;100.0;99.4;7497;0.85;497;5451;40;47;35.1;2;0.9;1.00;87;29
Basilicata;88.8;100.0;100.0;100.0;2697;0.76;3;25;23;35;11.6;6;2.7;4.8;1;29
Calabria;29.4;100.0;100.0;82.9;5753;1.06;15;245;26;47;13.1;6;0.9;0.6;95;29
Campania;91.7;99.9;99.5;84.0;34800;0.74;397;3948;29;40;12.3;1;0.7;1.3;91.5;29
Emilia-Romagna;100.0;100.0;100.0;99.4;28472;0.99;53;7575;33;49;27.2;2;0.9;1.4;73.6;29
FVG;99.8;100.0;100.0;99.8;8347;0.92;824;1613;35;50;27.7;3;1;1.2;91.7;29
Lazio;93.4;99.5;99.7;73.1;29668;1.04;210;577;37;50;25.1;4;0.9;1;85.4;29
Liguria;74.9;99.9;100.0;97.3;7539;0.68;290;242;47;54;10.4;4;0.6;1.4;72.7;29
Lombardia;78.6;99.9;100.0;98.3;74944;0.93;2751;11666;61;49;34.3;4;1;1;75.8;29
Marche;99.7;95.1;88.9;100.0;5462;0.74;188;1308;44;49;26.1;2;0.8;1.5;100;29
Molise;98.8;100.0;100.0;100.0;1505;1.38;15;0;38;29;12.4;0;1.5;2.5;100;29
Piemonte;99.7;100.0;99.9;98.8;37365;0.72;1724;4350;60;80;20.2;7;1;1.6;92;29
PA Bolzano;89.4;99.4;100.0;99.4;5834;0.8;84;950;44;74;60.1;5;0.9;1.4;100;29
PA Trento;100.0;100.0;100.0;96.3;2790;0.83;11;1057;49;67;19.4;3;1.1;1.6;95;29
Puglia;94.0;100.0;100.0;100.0;18586;0.89;108;5763;48;49;35.1;8;0.9;1.4;92;29
Sardegna;65.9;100.0;100.0;99.5;3086;0.61;297;180;38;36;15.3;6;0.5;1.6;67.6;29
Sicilia;84.1;99.8;100.0;98.7;16935;0.79;364;6206;27;35;10;4;0.5;1.6;63.7;29
Toscana;88.3;100.0;100.0;99.6;18267;1.01;330;3937;44;31;13.7;0;2.2;1.7;96.6;29
Umbria;80.1;100.0;100.0;99.3;4418;0.71;31;1573;49;48;15.9;3;1.5;3.1;90.3;29
V.d'Aosta;90.6;100.0;100.0;99.7;1073;0.79;108;11;39;57;21;3;1.1;2.9;96.6;29
Veneto;85.4;100.0;99.8;100.0;40797;1.13;4247;5940;30.1;42;13.5;2;1;1.8;92.9;29
