Regione;1.1%;1.2%;1.3%;1.4%;3.1;3.2;3.5;3.6;3.8%;3.9%;2.1%;2.2;2.4 (per 10000);2.5(per 10000);2.6%;Report
Abruzzo;94.6;100;98.6;99.6;4519;1.22;404;1185;27;33;6.4;2;0.8;1;98.6;34
Basilicata;99.4;100;100;100;844;1.2;12;0;3;20;6.7;2;1.8;4.4;94.1;34
Calabria;84.1;98.2;100;99.3;3119;0.81;8;72;16;27;7.7;3;0.9;0.6;89.2;34
Campania;92;99.5;100;99.3;18111;0.8;1066;2052;18;35;11.7;1;0.9;1.7;94.4;34
Emilia-Romagna;100;100;100;99.8;16484;0.94;81;3735;24;32;12.7;2;1.2;1.6;81.2;34
FVG;100;100;100;99.8;5774;0.98;349;1058;38;39;10;3;1.3;1.3;98.3;34
Lazio;92.3;99.8;100;84.4;14727;0.96;156;153;28;35;20.6;3;0.9;1;96;34
Liguria;96;99.7;100;98.2;4056;.08;753;180;29;34;9.5;2;1;0.9;97.9;34
Lombardia;69.3;99.7;100;98.5;24211;0.97;1246;6196;30;34;20.8;3;0.9;0.9;93.4;34
Marche;100;93.1;94.9;100;5238;0.94;120;1079;32;46;8.8;2;1;1.5;100;34
Molise;97.9;100;100;99.9;968;1.09;11;0;26;31;12;-1;1.1;2.9;100;34
Piemonte;86.3;99.3;100;98.8;10602;0.93;775;1365;24;5;7.7;4;1.3;1.9;96.3;34
PA Bolzano;85.6;99.5;99.5;99.5;7880;1.25;10;506;30;44;34.8;2;5.6;1.4;100;34
PA Trento;100;100;100;97.3;2691;1.20;14;1260;32;25;17.3;2;1.1;1.6;100;34
Puglia;95.3;100;100;100;12980;1.05;101;3360;29;40;18.6;3;1;0.9;97.1;34
Sardegna;95.8;99.5;100;99.8;2476;0.87;160;151;18;23;6.4;3;0.7;1.9;81.5;34
Sicilia;93.3;99.9;100;99.9;11802;0.66;499;2259;21;29;14.1;2;0.8;2.2;91.1;34
Toscana;97.7;100;100;99.3;7759;1.1;425;1967;20;14;10.6;0;1.8;1.6;100;34
Umbria;95;100;100;99.5;4415;1.2;367;940;56;54;17.4;3;1.5;3.1;100;34
V.d'Aosta;100;98.1;100;100;106;0.77;6;25;15;8;10;3;2;2.4;100;34
Veneto;92.3;100;100;100;11163;0.71;872;817;15;19;4.6;1;1;1.8;85.9;34
