Regione;1.1%;1.2%;1.3%;1.4%;3.1;3.2;3.5;3.6;3.8%;3.9%;2.1%;2.2;2.4 (per 10000);2.5(per 10000);2.6%;Report
Abruzzo;94.3;100.0;100.0;99.6;6697;0.96 ;484;1633;41;43;8.5;2;0.8;1;98.6;42
Basilicata;100.0;100.0;75.0;100.0;1384;1.16 ;10;0;10;22;7.5;1;1.8;4.4;94.1;42
Calabria;93.9;99.4;100.0;99.9;2444;0.81 ;21;130;13;21;7.8;3;0.9;0.6;94.5;42
Campania;92.8;99.8;100.0;98.9;24703;0.96 ;1629;1909;21;33;11.6;1;0.7;1.5;94.4;42
Emilia-Romagna;100.0;100.0;100.0;99.6;24868;1.13;107;8602;32;40;15.1;2;1.2;1.6;94.2;42
FVG;100.0;100.0;100.0;99.9;4664;0.92 ;369;1019;35;30;7.6;2;1.2;1.2;98.3;42
Lazio;94.9;99.8;100.0;85.7;14923;0.98 ;233;223;24;29;16.8;3;0.9;1;96.5;42
Liguria;93.6;99.9;100.0;98.1;4163;0.96 ;331;206;23;29;8;3;1;0.9;97.9;42
Lombardia;79.0;100.0;100.0;98.7;40003;1.13 ;2422;11304;34;41;23.1;3;1;0.9;86.1;42
Marche;99.9;99.8;100.0;100.0;7049;1.08 ;221;1953;33;48;10.1;1;1;1.5;100;42
Molise;92.6;99.4;100.0;100.0;1208;1.66;22;0;49;43;11.4;0;1.1;2.9;100;42
Piemonte;80.5;99.6;99.6;98.7;13728;1.15 ;1355;2345;29;37;7.5;4;1.4;1.9;98.7;42
PA Bolzano;83.1;99.8;100.0;99.4;5232;0.75 ;4;449;31;38;41.4;2;5.6;1.4;100;42
PA Trento;98.7;100.0;100.0;97.6;3727;1.1 ;32;1737;47;33;16.9;2;1.1;1.6;100;42
Puglia;97.6;100.0;100.0;100.0;11894;0.93;122;3763;29;35;15.9;3;1;1.1;95.5;42
Sardegna;95.5;100.0;100.0;99.9;984;0.67 ;100;51;10;13;4.1;3;0.6;1.9;96.9;42
Sicilia;84.8;100.0;100.0;99.9;6814;0.79;353;1305;15;19;9.1;2;0.7;2.2;91.1;42
Toscana;97.6;100.0;100.0;99.5;12860;1.18 ;863;3459;30;20;6.8;1;1.9;1.5;100;42
Umbria;95.3;100.0;100.0;99.6;3724;0.79 ;276;504;55;52;16.7;3;0.9;3;100;42
V.d'Aosta;99.5;100.0;100.0;100.0;145;1.21 ;16;34;10;6;7.2;2;1.3;1.4;100;42
Veneto;89.3;100.0;100.0;100.0;12172;1.08 ;1387;1207;12;14;4.7;1;1;1.8;92.8;42
